date,total_index,KORCPICORMINMEI,KORCP010000IXOBM,KORCP040000IXOBM,KORCPGRLH02IXOBM,KORCP070000IXOBM,KORCPGRSE01IXOBM,KORCP030000IXOBM,KORCP020000IXOBM,KORCP040100IXOBM,KORCP100000IXOBM,sentiment_index
2010-01-01,89.9748842823397,90.17956,82.96021,85.73214,92.46687,99.07007,90.666,84.71439000000001,64.17831,84.81021,91.60896,0.13101090129715948
2010-02-01,90.1562023699609,90.36152,83.91318000000001,85.90460999999999,92.65275,98.96906,90.84928,84.62941,64.17831,84.98121,91.70226,0.07754635434667993
2010-03-01,90.3385746325102,90.36152,84.51744000000001,85.99136,92.74569,99.77214,90.94146,84.62941,64.05003,85.06671,92.72338,0.23661508416755422
2010-04-01,90.7022649826808,90.4525,85.8157,85.99136,92.93264,100.5752,91.12366,84.62941,64.11417,85.23770999999999,92.90792,0.287313206906363
2010-05-01,90.7939782014194,90.63446,85.38295,86.16487,93.11852,100.7762,91.30588,84.79937,64.05003,85.40871,93.00122,0.08827163236408803
2010-06-01,90.7022649826808,90.72439,84.25846999999999,86.16487,93.11852,100.4752,91.30588,85.3103,64.11417,85.58075,93.00122,0.3271508925856752
2010-07-01,90.8846372452301,90.90741,84.69122,86.25059,93.39841,100.9773,91.58026,85.39527,63.9859,85.75175,93.00122,0.13284949353460287
2010-08-01,91.3410949890674,91.08937,86.85385,86.50981,93.5843,100.7762,91.67243,85.39527,64.11417,85.83725,93.09349,0.134444408637957
2010-09-01,92.0684756894084,91.17929,91.26543,87.11501,93.5843,99.97317,91.76354,85.48026,64.17831,86.00825,93.09349,0.12695602753875537
2010-10-01,92.0684756894084,91.17929,91.43922,87.20177,93.5843,100.1742,91.76354,85.39527,64.17831,86.17924000000001,93.18678,0.05239450741574351
2010-11-01,91.6141262954273,91.17929,88.49741,86.94151,93.67724,100.4752,91.94682,84.88435,64.17831,86.43678,93.27905,0.11680975480387469
2010-12-01,91.9778166455978,91.45224,88.49741,87.28748,93.77125,102.2824,92.03685,86.41818,64.11417,86.69328,93.27905,0.21989719444352546
2011-01-01,93.0709960459656,91.90609,91.43922,88.15191999999999,94.23702,104.4906,92.49451,86.50316,64.11417,86.95083000000001,93.74348,0.08422457145264953
2011-02-01,93.707717702496,92.26896,93.25542,88.67036,94.70387,105.0927,92.95111,86.58814,64.05003,87.20732,93.92905,0.03514592479005175
2011-03-01,94.0724622275946,92.5419,92.99531,89.01634,95.0767,107.0999,93.31767,86.67312,64.05003,87.72136,94.20791,0.06825468447501691
2011-04-01,94.1641754463333,92.72281,92.21726,89.27557,95.26258,107.4009,93.59099,86.7581,63.9859,88.15095,94.39347,0.051231211224090654
2011-05-01,94.3454935339546,93.08673,91.26543,89.96648,95.44846,107.0999,93.77427,87.77995,64.88377,88.57845,94.39347,0.03140235756861661
2011-06-01,94.5278657965038,93.26764,91.95829,90.22675,95.63541,106.5978,93.95755,87.86494,64.81963,89.00698,94.48574,-0.059713352870742135
2011-07-01,94.983269365413,93.4496,93.68817,90.39819,95.91424,107.903,94.23193,88.29089,64.81963,89.26348,94.48574,0.0332358415620492
2011-08-01,95.6210451968716,93.63156,96.54252,90.83091,96.00825,108.405,94.41414,88.37586,64.9479,89.60651999999999,94.57904,-0.030472603889225396
2011-09-01,95.5293319781329,93.54058,96.28242,91.09014,95.72836,108.204,94.23193,88.37586,64.9479,89.94955999999999,94.57904,-0.027913016362122713
2011-10-01,95.3480138905116,93.54058,94.03346,91.86884,95.8213,108.9061,94.32197,87.94991,64.9479,90.3781,94.67233,0.004754927143447781
2011-11-01,95.4386729343223,93.72149,93.77449,92.12807,95.72836,108.7061,94.41414,90.24857,64.9479,90.8056,94.76358,-0.01287585720214801
2011-12-01,95.8023632844928,93.90345,95.15907,92.47404,95.91424,108.7061,94.59635,90.24857,64.88377,91.06314,94.85687,-0.020939857573558218
2012-01-01,96.1850287833679,94.12138,96.87191,92.84481,95.98902,109.1471,94.77963,90.215,64.9541,91.3457,95.11728,0.023049916883733444
2012-02-01,96.5497733084665,94.48531,96.53343,93.55329,96.1108,110.2922,95.05294,90.99765,65.4351,91.59386,95.40537,-0.021441894751257705
2012-03-01,96.5771818565953,94.2039,97.48526,93.86415,95.53179,111.9584,94.6703,91.02387,65.3389,92.00571,94.79228,0.0324671807070558
2012-04-01,96.567694282243,94.17639,97.11385,93.95917,95.74758,112.5404,94.85252,90.64828,65.42165,92.3644,95.26594,0.007711550612985
2012-05-01,96.7405789704401,94.4578,96.94915,94.06348,95.88753,112.3094,94.98006,92.1475,65.23029,92.648,95.54378,-0.09010322628908188
2012-06-01,96.6035362297961,94.5583,96.41303,94.19257,95.98902,111.0953,95.09903,92.76124,65.4351,92.86176,95.60016,-0.09235805603435326
2012-07-01,96.3853220196938,94.56676,95.75539,94.6852,96.25929,109.1471,95.31876,92.7518,65.3389,93.02441,95.76727,-0.1348575001853671
2012-08-01,96.8312380142507,94.72122,96.95824,95.07455,96.39924,110.3922,95.49239,92.7518,65.67197,93.19541,96.17532,-0.07241543072682184
2012-09-01,97.5238309419668,94.8122,100.4964,95.10038,96.34369,111.4863,95.43773,92.76124,65.99885,93.35911,96.27681,0.07062583659541141
2012-10-01,97.3414586794175,94.8577,98.88688,95.3689,96.46441,111.4363,95.59314,92.34264,66.03815,93.55618,96.32397,-0.09236232260222588
2012-11-01,96.9956893030235,95.00263,96.4562,95.47114,96.41847,110.4322,95.59314,93.87542,66.03090999999999,93.79599,96.40701,-0.006097563571838394
2012-12-01,97.1685739912205,95.14757,97.15701,95.78407,96.53064,110.1212,95.785,93.87542,66.10229,94.0014,96.4716,0.16363236063854206
2013-01-01,97.7515327264214,95.52948,99.14699,96.3366,96.9868,110.4322,96.22337,93.85024,66.56259,94.19846,97.04778,0.04858798712357102
2013-02-01,98.0783269541109,95.77492,99.67402,96.80238,97.15452,110.9743,96.5074,94.04538,66.56259,94.36112,97.35432,0.08952900300774513
2013-03-01,97.9876679103003,95.63844,98.70628,97.4427,96.86501,111.8174,96.32412,94.02125,66.71051,94.61032,96.52799,0.13386409786836173
2013-04-01,97.8516793445843,95.57497,98.80851,97.51189,97.02419,110.8543,96.47953,93.09277,66.62052,94.84075,96.60181,0.032213958331236546
2013-05-01,97.8516793445843,95.93784,97.78853,97.71947,97.13636,109.3881,96.64459,94.34334,66.65259,95.0472,96.6951,0.0004739929926390607
2013-06-01,97.7325575777168,95.99285,96.67314,97.75356,97.11713,109.4181,96.63494,94.58253,66.65983,95.22654,96.75969,-0.11024204428553164
2013-07-01,97.942338388395,96.01083,97.37282,97.87439,97.27524,110.3222,96.76357,93.99503,66.66603,95.37148,96.7884,0.09633758551614252
2013-08-01,98.289161939717,95.96534,99.64789,98.15944,97.43441,110.9243,96.94577,94.59093,66.69189,95.56854,96.84376,-0.07326224988083323
2013-09-01,98.4799676016906,96.25627,99.67402,98.22037,97.28485,110.4222,96.83645,95.17844,66.71672,95.74892,96.95448,0.14570604737982465
2013-10-01,98.1795277472018,96.36523,97.44324,98.39388,97.3137,109.9912,96.91898,95.15327,66.74258,95.93764,96.98319,-0.09835086065107726
2013-11-01,98.1605525984973,96.60962,95.90305,98.83383,97.21969,109.2881,96.88146,97.86003,66.78085,96.14306,97.01087,0.06378711224999348
2013-12-01,98.2796743653647,96.67415,96.24834,99.02489,97.34147,109.5091,97.01865,97.77505,66.75603000000001,96.34012,97.08469,0.12807400704439809
2014-01-01,98.8078160043081,96.94604,97.34669,99.94819,97.80724,110.3322,97.43023,97.74987,66.68465,96.4861,97.382,0.024107543784362036
2014-02-01,99.0713597363157,97.11002,98.34168,100.321,97.82541,110.1412,97.55885,97.75826,66.74258,96.69046,97.58602,0.0041759589989520274
2014-03-01,99.253731998865,97.29939,98.60179,100.3634,98.04975,110.0612,97.7507,97.89465,66.65259,96.93132,98.31906,-0.042078349605096994
2014-04-01,99.3180366694749,97.43691,98.51433,100.51,98.36596,109.8902,98.06046,97.86003,66.64017,97.21388,98.35596,0.08365210955805776
2014-05-01,99.4814337833196,97.67283,98.52341,100.6484,98.51553,109.7602,98.2073,98.34578,66.54398,97.35047,98.3939,0.014917471029532921
2014-06-01,99.3538786170279,97.63686,98.09066,100.7176,98.44074,109.3481,98.17085,98.95008,66.5057,97.47977,98.42056,0.1160624605394701
2014-07-01,99.4993547570961,97.81776,98.40302,100.6484,98.76764,109.3181,98.45382,98.88189,66.5057,97.59967,98.43081,0.024504357671598708
2014-08-01,99.6732936202212,97.95424,99.19923,100.762,98.92574,108.8561,98.60923,98.90811,66.63396,97.71854,98.46771,0.029330855950833238
2014-09-01,99.6089889496113,97.86432,99.85575,100.8137,98.73879,107.873,98.49026,98.94169,66.63396,97.89892,98.58767,0.11185997550248185
2014-10-01,99.3085490951226,97.91827,97.91006,100.9345,98.75696,106.9989,98.54599,99.00988,66.64742,98.06158,98.56101,-0.11049087763384008
2014-11-01,99.1082558587968,97.90028,97.58067,101.0119,98.5903,105.5647,98.46239,99.98033,66.67844000000001,98.29305,98.57947,-0.13344552524489725
2014-12-01,99.0987682844445,98.02724,98.16109,101.046,98.64585,103.9386,98.54599,99.8943,66.67224,98.49846,98.66251,-0.08292853479539763
2015-01-01,99.7702777136,99.32002,99.72058,100.5183,99.18855,100.4492,99.0819,99.68133,99.77821,99.10113,99.13001,-0.06156547353683935
2015-02-01,99.7112439176303,99.43957,100.3907,100.8281,99.15863,98.16898,99.17194,99.49039,99.82786,99.21061,99.26022,0.0027540003682783648
2015-03-01,99.7207314919826,99.58979,99.44117,100.0184,99.36802,99.59913,99.38201,99.55123,99.79786,99.37118,99.74002,-0.05683528572814876
2015-04-01,99.7513025648954,99.65009,99.34122,100.1382,99.68851,99.56912,99.6714,99.14102,99.91888,99.57137,99.97992,-0.07896233296473479
2015-05-01,100.030658920824,99.85004,100.7905,99.44833,99.80815,100.3592,99.81181,99.79044,99.92819,99.76114,100.0199,-0.0047949715027513955
2015-06-01,100.050688244456,99.80984,100.4907,99.56813,99.71841,101.0993,99.77108,99.79044,99.8382,99.94048,100.0599,-0.06975120001605105
2015-07-01,100.230952157149,100.27,100.2306,98.99804,100.478,102.2894,100.412,99.8408,100.1485,100.1104,100.1204,-0.07639598099137228
2015-08-01,100.371157422577,100.47,100.8905,99.14883,100.6382,101.6393,100.5717,99.95095,100.1785,100.2804,100.1901,-0.12447410789127861
2015-09-01,100.110776215354,100.2404,100.6906,99.54851,100.4085,99.94916,100.4013,100.3412,100.1185,100.4212,100.3398,-0.10738061013500086
2015-10-01,100.110776215354,100.3399,99.69106,100.4584,100.5485,99.57912,100.5717,99.9604,100.1382,100.5609,100.35,-0.011113720787183055
2015-11-01,99.9210247283084,100.4002,98.37122,100.5782,100.3882,98.91906,100.4613,101.0809,100.0182,100.7308,100.3695,0.01399437574550579
2015-12-01,100.220410407869,100.6202,99.95116,100.7486,100.6083,98.37901,100.6918,101.3809,100.3089,100.9404,100.4402,0.033133817518815986
2016-01-01,100.39118674621,101.0899,100.761,99.96884,101.4181,97.67893,101.3413,100.741,100.4888,101.1114,100.8596,-0.16244324647679026
2016-02-01,100.821290116846,101.3301,103.4314,100.289,101.6082,96.15977,101.6017,101.511,100.6481,101.2209,101.0902,-0.0669333614958831
2016-03-01,100.560908909623,101.4602,102.2512,99.54851,101.7482,95.70973,101.7614,101.511,100.6688,101.3908,101.4204,0.027400402865856672
2016-04-01,100.750660396668,101.64,102.3012,99.59808,101.9383,96.11977,101.9319,101.5509,100.7288,101.5014,101.5403,-0.09995184423890822
2016-05-01,100.810748367566,101.8802,101.2403,99.33886,102.2385,96.89985,102.202,102.0209,100.7381,101.6411,101.6695,-0.026219932500917212
2016-06-01,100.790719043934,101.9003,99.66039,99.48861,102.168,98.52901,102.1912,102.0303,100.5788,101.7912,101.69,-0.16823192944772944
2016-07-01,100.600967556888,102.1203,99.6513,97.34871,102.6477,99.18909,102.561,101.3012,100.5385,101.9508,101.7402,0.020986648875232442
2016-08-01,100.860294589184,102.3097,101.0211,97.47884,102.8581,98.67903,102.7711,102.0303,100.7981,102.0905,101.7802,-0.0009812597279477773
2016-09-01,101.461174298161,102.2399,105.9404,97.52841,102.6583,98.26899,102.6318,102.0513,100.6181,102.2104,101.9104,0.0618210258660825
2016-10-01,101.600325388661,102.1997,104.4809,99.82839,102.6081,98.309,102.651,102.1405,100.7081,102.3105,101.9504,-0.006228387442541961
2016-11-01,101.450632548881,102.1002,102.9305,100.3985,102.4981,98.47901,102.561,102.1111,100.8685,102.4711,101.9699,0.13166392590320455
2016-12-01,101.561320916324,102.2304,104.0209,99.40805,102.6381,99.39911,102.7518,102.5612,100.8488,102.6712,102.0099,0.0020202250375606903
2017-01-01,102.640796042627,102.8598,107.1614,99.70859,103.7085,101.3993,103.6414,102.0303,101.2884,102.8214,102.3,0.0201463327030924
2017-02-01,102.921206573483,103.1296,107.2614,100.2787,103.6978,101.9794,103.7818,102.6609,102.0384,103.0007,102.4599,0.07811718793830744
2017-03-01,102.850576853305,103.1497,106.3209,100.6185,103.8185,101.7893,103.8911,102.6913,102.1087,103.1707,102.7101,0.13029995055413718
2017-04-01,102.720913337158,103.2502,105.1908,100.7083,104.1582,101.3193,104.1912,101.7313,102.298,103.3208,102.8003,0.10772406178691271
2017-05-01,102.830547529673,103.4502,104.8512,101.0584,104.1176,101.2493,104.2116,103.0606,102.118,103.5012,102.83,0.13379193795228503
2017-06-01,102.611279144642,103.3899,104.0913,101.1483,103.8185,100.5492,104.0112,103.1907,102.3083,103.5805,102.8598,0.012128132970516452
2017-07-01,102.781001308055,103.6596,104.3911,101.1483,104.4883,99.94916,104.5621,102.4909,102.3787,103.6409,102.87,0.041364926650433925
2017-08-01,103.370285092824,103.8098,107.5011,101.2784,104.6283,100.2792,104.7014,103.2211,102.448,103.7108,102.91,-0.023883967761764883
2017-09-01,103.49046103462,103.6395,108.8413,101.3187,104.3687,100.8693,104.5021,103.2809,102.4883,103.7608,102.9397,0.11351681118093637
2017-10-01,103.390314416457,103.8299,106.1608,101.5583,104.5685,101.7993,104.7218,103.2809,102.358,103.7911,102.95,0.2922934088140178
2017-11-01,102.620766718995,103.4703,103.2008,100.6887,104.1176,101.9594,104.3317,103.2305,102.3187,103.8912,102.9797,0.09279174770655825
2017-12-01,102.990782118733,103.6395,104.4411,100.8787,104.2886,102.2994,104.4914,103.9408,102.2887,103.9006,103.0105,0.15663863239014433
2018-01-01,103.42088548937,103.8797,106.0006,101.0584,104.858,102.7995,104.9715,103.3407,102.478,103.9809,103.4001,0.13428613797754127
2018-02-01,104.210462510465,104.3198,109.0708,101.6285,105.2586,103.0695,105.4613,103.9607,102.5783,104.0507,103.6902,0.11585445669968389
2018-03-01,104.10082831795,104.5303,107.3204,101.7989,105.4786,102.9995,105.6811,104.051,102.388,104.0809,103.9896,0.1255673317602326
2018-04-01,104.290579804995,104.7302,107.8611,101.7783,105.8386,102.7194,105.9415,104.0604,102.5183,104.1206,104.1997,0.09780293060033993
2018-05-01,104.341180201541,104.8794,106.8514,101.7586,106.0277,103.6295,106.0819,104.0803,102.3683,104.1612,104.2397,-0.047555032031511915
2018-06-01,104.130345215935,104.69,105.4804,101.6781,105.7884,104.3396,105.8611,104.1013,102.3383,104.1612,104.2602,-0.022507416987886233
2018-07-01,103.931106154537,104.6996,105.8007,100.0783,106.1185,104.2596,106.0916,103.9807,102.538,104.181,104.2797,-0.10444402145392737
2018-08-01,104.850346691779,104.8794,111.3413,100.3282,106.3279,104.5296,106.322,103.9807,102.5183,104.2009,104.3802,-0.12517231174016613
2018-09-01,105.650465462155,104.8001,115.2009,102.0385,106.2179,104.6796,106.202,104.051,102.448,104.2009,104.4602,-0.06954108578716012
2018-10-01,105.460713975109,104.8794,112.1614,102.3184,106.2286,106.1098,106.2813,104.051,102.4387,104.2113,104.5196,-0.1609130830700582
2018-11-01,104.711195601279,104.7503,108.671,102.2389,106.0384,104.3796,106.1012,104.4003,102.6487,104.2207,104.5196,-0.06572030262319457
2018-12-01,104.350667775893,104.7302,108.8606,102.2182,106.0277,101.3393,106.0916,104.4412,102.388,104.2009,104.5699,-0.0999585927385538
2019-01-01,104.241033583378,104.9704,108.8004,101.959,106.5779,98.90906,106.4421,103.7604,102.568,104.1904,105.0404,-0.01793047704646697
2019-02-01,104.691166277647,105.4697,109.541,103.1487,106.7584,98.70904,106.9512,104.4108,102.598,104.181,105.1501,0.05202901254789484
2019-03-01,104.490873041321,105.31,108.4813,103.0083,106.6078,99.2991,106.7915,104.1013,102.2587,104.1414,105.1901,-0.10123307618598802
2019-04-01,104.870376015412,105.4697,109.4013,102.7584,106.8482,100.7792,106.9019,103.8212,102.658,104.1008,105.2496,-0.07123531612884682
2019-05-01,105.050639928105,105.4803,108.8311,102.8389,106.8877,103.0595,106.9415,103.9209,103.1183,104.0705,105.3398,-0.10249021471768832
2019-06-01,104.880917764692,105.4094,107.6408,102.8988,106.8386,103.3095,106.9115,103.9712,103.3086,104.0007,105.39,-0.0192281344600809
2019-07-01,104.560448586571,105.62,106.681,101.4684,107.1676,102.5794,107.1612,103.9807,103.3283,103.9809,105.39,-0.04429989450657743
2019-08-01,104.811342219442,105.7596,107.701,101.549,107.4486,102.5894,107.4013,103.9807,103.3779,103.9506,105.4198,-0.14728050713064372
2019-09-01,105.200332767886,105.2994,110.5212,103.1787,106.6676,102.9895,106.7711,104.0205,103.5982,103.9506,103.5795,-0.27187724059537255
2019-10-01,105.460713975109,105.5396,110.7404,103.3388,106.908,103.5995,107.0112,104.201,103.6686,103.961,103.7199,-0.201253481698773
2019-11-01,104.870376015412,105.2994,107.8906,103.3284,106.658,103.1195,106.8011,104.8011,103.3986,103.9704,103.7702,0.021090639353983257
2019-12-01,105.121269648283,105.3904,109.0106,103.4988,106.6078,103.5795,106.8118,104.8011,103.4483,103.9913,103.8296,0.004138644539261045
2020-01-01,105.512368546583,105.6231,110.3577,103.4524,106.8931,105.1007,106.9994,104.5147,103.6158,104.0486,102.379,0.08374807175543782
2020-02-01,105.586160791545,105.8665,109.7898,104.0617,106.861,105.0707,107.1602,104.6825,103.6365,104.0695,102.5635,-0.1683293235429692
2020-03-01,105.354242307378,105.5279,111.3799,103.9791,106.6153,101.8904,106.9887,104.693,103.2848,104.0903,102.5532,-0.2705601590631476
2020-04-01,104.890405339045,105.5702,110.9142,103.8551,106.7328,98.28999,107.0852,104.2629,103.2641,104.1216,102.584,-0.1822620973585999
2020-05-01,104.827154843363,105.7183,111.8229,103.4834,106.8503,96.06977,107.0959,104.8504,103.3883,104.1425,102.4917,-0.2527439990403543
2020-06-01,105.111782073931,105.8136,112.0841,103.5763,106.8824,97.63992,107.1602,104.8504,103.3883,104.1737,102.5327,-0.15097686278814632
2020-07-01,105.027448079689,105.9722,112.618,101.3559,107.0747,99.63013,107.3424,105.1861,103.4193,104.2259,102.6045,0.05671432490033183
2020-08-01,105.617786039386,106.1732,115.6279,101.6863,107.3738,99.84015,107.6532,105.1756,103.4193,104.2989,102.6968,0.012751498057926577
2020-09-01,106.197582249803,105.9617,119.0241,103.2458,107.0747,99.41011,107.4174,105.1966,103.5227,104.3614,102.3892,0.062208933161161786
2020-10-01,105.607244290105,105.2634,119.0922,103.5453,105.4722,99.06007,106.292,105.0917,103.5848,104.4657,102.42,-0.013997357972690048
2020-11-01,105.512368546583,105.9617,114.9919,103.4627,106.9251,98.60002,107.3853,105.1966,103.4193,104.5595,102.4917,0.08374423530004409
2020-12-01,105.76537052931,106.0675,115.2986,103.5866,107.1708,99.52012,107.5996,105.2596,103.3159,104.6534,102.5532,0.04047148184978683
2021-01-01,106.513834728212,106.3848,117.4339,103.6383,107.8225,101.8304,108.1355,105.1127,103.6055,104.7472,102.7788,0.14440962444284416
2021-02-01,107.083089189348,106.5329,120.0463,104.196,107.972,102.5604,108.4249,105.1651,103.6572,104.9349,102.9223,0.17432753206560497
2021-03-01,107.357174670636,106.6599,120.2167,104.4955,108.1429,103.9806,108.6286,105.1756,103.3055,105.1434,103.3119,0.2045288857173386
2021-04-01,107.504759160561,106.8609,119.6602,104.4851,108.4848,104.7206,108.8858,105.1232,103.8331,105.2894,103.4349,0.32490245874689455
2021-05-01,107.578551405523,106.9773,119.4444,104.764,108.6237,104.6706,109.0573,105.291,103.8848,105.4562,103.4349,0.14213151436954544
2021-06-01,107.578551405523,106.9984,118.7628,104.9396,108.6557,105.5407,109.1323,105.291,103.9779,105.5709,103.4964,0.3259665732555518
2021-07-01,107.799928140409,107.3264,118.9787,103.8138,109.0617,107.0809,109.4753,105.312,104.0296,105.7169,103.5477,0.06247724589570789
2021-08-01,108.316473855144,107.5909,120.6256,104.0824,109.3928,107.911,109.8076,105.312,104.1227,105.915,103.6502,0.0052509396244365646
2021-09-01,108.759227324917,107.4639,122.5225,105.6315,109.1365,107.6009,109.6039,105.3225,104.2054,106.1027,103.4862,0.039621972648445185
2021-10-01,108.948978811962,107.7284,121.2163,106.2408,109.2753,109.3211,109.8183,105.4274,104.1227,106.28,103.5887,-0.03466638768385394
2021-11-01,109.497149774538,107.9717,121.8182,106.4887,109.4463,111.4913,109.9576,106.7074,104.0192,106.5406,103.599,0.1619047619047619
